feature 1,feature 2,class
6.285658091616863,2.4171832390735437,1
6.270802973728767,2.520691187347335,1
6.060416873434374,2.5868106430754256,1
7.617238294042736,3.037433731552348,1
7.068886143735923,3.050191753730941,1
7.239041484131379,3.2380893873516285,1
5.890836370289505,2.944337808934222,1
7.644868564205282,3.681372871342075,1
7.334039640466112,3.7254724238203765,1
6.140216325614176,3.3665512607217067,1
6.04034868623229,3.4388956693972803,1
5.996220855335709,3.5355987630989,1
6.157737944443123,3.746382363442433,1
6.4800411165296,4.070716846168947,1
6.256493829658041,4.079637987156286,1
5.956928396638844,4.0225186743091665,1
6.409194132150962,4.493408503453982,1
5.584231653837856,4.018293149115215,1
5.753790655291368,4.294290040932842,1
5.79097584945492,4.478644776520003,1
5.841660135783911,4.688830006771701,1
6.218946965155128,5.24445636950669,1
5.316822708135301,4.487548271309448,1
5.651169800122414,5.0331271292981565,1
5.653231261752244,5.236226009351805,1
4.88445237335563,4.452524162686626,1
5.461389467539405,5.421774846507454,1
4.864401750936986,4.772473535020284,1
4.6638207276360895,4.651272626704307,1
5.471172065141536,6.228648734848793,1
5.352425700029322,6.33398876509101,1
5.073219739872904,6.125112504813145,1
4.518149576568364,5.274407623788733,1
4.251873244768456,4.9399044396931355,1
4.583744614563866,6.07127113470299,1
4.29190345379111,5.658927747570123,1
3.9829719756275677,5.091568895613406,1
4.0884475403374925,5.839037061881259,1
3.743448922460256,4.977360615480308,1
4.019207031768197,6.709619541522066,1
3.635108293224643,5.459749347942001,1
3.6462219319720037,6.276494795501175,1
3.428017763382277,5.598053485862799,1
3.350356065221207,6.024916131834757,1
3.2260633710978572,6.087173500418799,1
3.079788417575419,5.368764158209609,1
2.9610133248369332,6.93901538506652,1
2.8204601725805767,6.546722215630802,1
2.653682389275629,6.866691325333194,1
2.5093724654296214,6.764459756965803,1
2.438659531607199,6.1580805863916055,1
2.2007604097642246,6.777354426717258,1
2.3771268354436095,5.115327067448325,1
2.2303083359886156,5.3034839519557435,1
2.2040593762944756,4.986199594988672,1
1.948889701818309,5.496067849266331,1
1.7987576672913745,5.5812601799455965,1
1.7679106806426446,5.321545646019455,1
1.2431663704162808,6.313421976121537,1
1.4913661912748837,5.393251493173236,1
1.450945202373965,5.207388368304263,1
1.108016133257073,5.620887487976488,1
1.3890787385775685,4.859276471055792,1
0.6143850749856483,5.938182979791675,1
1.284181671038858,4.640607199121163,1
0.15968063253818832,6.083015115396777,1
0.2883508626826963,5.646826582450885,1
0.8877320680532597,4.66098929919492,1
1.054441727660861,4.298084069290347,1
-0.1023124865292453,5.438183203753567,1
-0.05877593041685403,5.181943926576826,1
-0.18939402435130726,5.114748397245688,1
-0.34843933054441445,5.0696302709940255,1
0.6134514426107063,4.0530105323241425,1
0.10709839042997427,4.33381655963821,1
0.4219218757480192,3.9487545908543478,1
-0.8583605281520512,4.7294844275683445,1
-0.5425120221561865,4.341834390907382,1
-0.11689663618967705,3.921901576290213,1
0.28773291971320347,3.5564273655359395,1
-0.19681110116620948,3.702652830651947,1
-0.2744451666781109,3.61343902470367,1
-1.0602206530928626,3.8436873623614263,1
-0.9464550549453339,3.6438066409047005,1
-1.4631365643189351,3.6957448869197638,1
-0.7296443083418387,3.2838536432863146,1
-0.09456180785138191,2.9570941977117045,1
-1.2680321479627992,3.173759573607428,1
-1.39538589684169,3.0607445319416,1
-1.0360393147886988,2.840143672451205,1
-1.4736221789263784,2.784775337240595,1
-0.9474094732326632,2.5646609345095284,1
-1.0207890099266557,2.446148107573899,1
-0.843078430954832,2.3039830313497824,1
-0.04741732410038768,2.1444358048397376,1
-0.21538213373406423,2.0507651263963362,1
-0.06247670711446407,1.9516489764960043,1
-1.2680296742902248,1.7977118866488135,1
-0.6174132070538918,1.7138668252337053,1
-0.9926375067355284,1.5569755927354378,1
-1.766612346793603,1.3181554129521398,1
-0.44596460169915497,1.3954992343437875,1
-0.7405840382672735,1.221358424456589,1
-1.3852102038725569,0.9417111820569108,1
-0.33382289670515863,1.083159075175403,1
-0.013138514750567154,1.068088612076632,1
-0.38458868480484654,0.8349246859027628,1
-0.1058218383028171,0.8199595898340108,1
-1.485817439096465,0.13153415062140583,1
-1.203198809718688,0.09138832859542823,1
-0.8274038200838385,0.11409800064298481,1
-1.1861874905041496,-0.22960436346910784,1
-0.9961245685563278,-0.29316562509540933,1
0.1288053884578395,0.22960011387973478,1
-0.9917470414445755,-0.6388084057278469,1
-0.32973898790949496,-0.3555265634336755,1
-0.6814622768984049,-0.7827963961505029,1
-0.7297735824566116,-1.0089538204972506,1
0.24356385586462492,-0.3712035600815029,1
0.6263674660422751,-0.1759911287591529,1
0.527569152358851,-0.4145652626151679,1
0.32896603597778196,-0.7785887207313849,1
-0.10573351121611507,-1.441974604416492,1
-0.050728290723146774,-1.6035055769443134,1
1.126180446262148,-0.36059720725066935,1
0.6004164418935907,-1.2271376801985396,1
0.8100895832954822,-1.14803941951067,1
1.1233857688138191,-0.888068605633646,1
1.321440333242297,-0.7709732366593904,1
1.1959841259750676,-1.20200637084894,1
0.7373306847653258,-2.330307016341366,1
1.4141801770193314,-1.2835120243967246,1
1.359708992619545,-1.6893776858520027,1
1.3380102830880884,-2.0805588237256716,1
1.7037234970962984,-1.4945855845117562,1
1.4278895652505685,-2.686928145256063,1
1.5820080525583549,-2.716342391987835,1
2.097663687962309,-1.3853735433253083,1
2.0935842808270992,-1.8902977933821132,1
2.293846983622796,-1.5318548476027996,1
2.410987092255496,-1.5207507943603131,1
2.5887712247446166,-1.04614130502787,1
2.5678142109019535,-2.196934853020938,1
2.7156944803067913,-1.995255117235394,1
2.877566608690207,-1.1005411345462406,1
2.971920981710231,-1.5571821077501053,1
3.114046482479228,-2.8151813787101645,1
3.192138198164383,-1.4738142147572528,1
3.2852868760094553,-1.2773965215250915,1
3.47000933650343,-1.951048008453411,1
3.7427816352617542,-2.915496736078544,1
3.629068878294907,-1.4268496643951014,1
3.918871488391333,-2.2459823990495353,1
4.09581024811698,-2.3884955323983483,1
3.947949678633325,-1.343490443226469,1
4.350322192947714,-2.2469309342297468,1
4.243714340949451,-1.5224465874728121,1
4.546093221197303,-1.9744821514382531,1
4.671750253637757,-1.9259453888534876,1
4.712616033087451,-1.6938408981019388,1
4.4282723665771595,-0.8418522582694008,1
5.2280800761321915,-2.1049007488566716,1
4.837350404858586,-1.1440584711102155,1
4.792953323534052,-0.8570434234210671,1
4.719594366212587,-0.5571365554116077,1
5.441941799470033,-1.3947390838617637,1
5.653506569661548,-1.453411224372989,1
4.9230693089145925,-0.34562550389425617,1
5.648351279010159,-1.0299025403451294,1
5.353383725433945,-0.5268034525795562,1
6.021735551258177,-1.0456821011252475,1
5.432418253124436,-0.3015979658017547,1
6.276349833595012,-0.9097017814319281,1
5.899137728585103,-0.41538433766008387,1
6.8408651108001255,-0.9997278797707705,1
5.643473325252943,0.06662260571214618,1
6.039198755394789,-0.07879103353002304,1
5.719677069241657,0.263179959230337,1
7.167431378298715,-0.47973229951429186,1
7.160757632342697,-0.30110093855910725,1
6.128886335157519,0.39640860332820793,1
6.904749177049199,0.1520123970052374,1
7.249496456496356,0.1507150661278911,1
6.818881386739473,0.4796229224264277,1
6.8169247996944975,0.6183303743801101,1
6.3114963180912005,0.9182469096281582,1
6.058426968897173,1.1067306167310342,1
7.6422960792561305,0.801809416978198,1
7.684056254660768,0.9475531368299657,1
7.189877643024606,1.1966242195784513,1
6.632321264032134,1.4217573828240297,1
6.668962566929913,1.53414821474678,1
7.431954697238801,1.5789390794652163,1
7.784664935247819,1.6974576874392104,1
7.771793348869001,1.8492862868453674,1
7.559751091715247,1.999999999999999,1
3.071015823077144,0.3555911365566855,1
2.7920699824975244,1.080781828815402,1
2.830814357047307,4.809093372134855,1
3.1992770942635396,0.5353760412502213,1
3.053214529829795,-0.6440580265112601,1
2.7545985258083148,2.4544100996668012,1
2.800735771433016,5.489238193286248,1
3.081750884554028,3.568238373399784,1
2.7525307919231095,2.5604893607149197,1
2.8304040257087495,-1.2225880498338517,1
3.024366894683293,2.920057813593358,1
3.0959475988463465,5.920430800834106,1
3.0759806297513004,-0.8793278781078078,1
2.86213465473028,2.146637218909894,1
3.106089610673768,5.0189845754236435,1
2.8686245437484,3.9261489420336355,1
2.912699849079634,3.576125927962144,1
3.123245702559012,3.619872671896874,1
3.0748164495236074,0.8759292097580413,1
3.174611705247089,0.3487347541159469,1
3.0788064461501716,4.474889243828109,1
3.0341543016677357,4.480907157433446,1
2.7968373839140463,4.93657854864083,1
2.933857901529717,5.30592442045177,1
2.8826011838408627,2.0907391908875024,1
2.8719948216895417,2.012130357497597,1
3.2365052773762226,4.386361431734201,1
2.94654886233338,3.1997114462221212,1
3.196023277588557,3.615735018061627,1
3.0655693129986314,4.366341355488808,1
3.147405651770824,5.12004273454053,1
3.001318546552596,0.7039612548122864,1
3.0384519423131797,1.004663621119552,1
2.996258846909432,-1.248144481273048,1
2.8476214938990223,2.626241127969392,1
3.111226057630753,-1.7124618096260633,1
2.890386181220428,1.7247841450596813,1
2.762157983215727,2.341157077660613,1
3.072736147953584,0.29233001702627526,1
2.8385553397035244,2.726666084552086,1
3.220229292176457,-1.7559980004876046,1
3.2269642885012937,-1.7012144900062847,1
3.2074321951102243,4.580804485277266,1
2.9350793501277224,0.8815251312901031,1
2.7577283082644337,-0.9835158987849217,1
3.214159281293863,2.177946080438435,1
2.964092074158657,4.159948424788887,1
3.2333274095218347,-0.2734317800252546,1
3.2318099885446263,2.983123806552002,1
3.17650472773368,-1.317220280049856,1
